tv,62,0.6857759952545166,23:47:11
laptop,63,0.6150526404380798,23:47:12
laptop,63,0.7528358697891235,23:47:12
laptop,63,0.6711055636405945,23:47:12
mouse,64,0.630778968334198,23:47:12
laptop,63,0.7161304950714111,23:47:13
laptop,63,0.6145031452178955,23:47:13
laptop,63,0.6167592406272888,23:47:13
laptop,63,0.7936487197875977,23:47:14
mouse,64,0.6803865432739258,23:47:14
laptop,63,0.8480873703956604,23:47:14
mouse,64,0.7660638689994812,23:47:14
laptop,63,0.8942978978157043,23:47:14
mouse,64,0.6829046607017517,23:47:14
bottle,39,0.6514238715171814,23:47:14
bottle,39,0.6350613832473755,23:47:14
laptop,63,0.8363856077194214,23:47:14
mouse,64,0.710972785949707,23:47:14
mouse,64,0.8120866417884827,23:47:14
tv,62,0.6059279441833496,23:47:14
mouse,64,0.8065241575241089,23:47:15
mouse,64,0.7104896903038025,23:47:15
laptop,63,0.6359809637069702,23:47:15
book,73,0.7191547155380249,23:47:16
laptop,63,0.7956439852714539,23:47:16
remote,65,0.6470636129379272,23:47:16
bottle,39,0.609025776386261,23:47:17
bottle,39,0.6391237378120422,23:47:17
remote,65,0.6892027854919434,23:47:17
bottle,39,0.7195108532905579,23:47:17
keyboard,66,0.6132686734199524,23:47:17
laptop,63,0.8511840105056763,23:47:18
bottle,39,0.7346491813659668,23:47:18
bottle,39,0.7231694459915161,23:47:18
keyboard,66,0.6276706457138062,23:47:18
laptop,63,0.8280957341194153,23:47:18
mouse,64,0.664168655872345,23:47:18
laptop,63,0.859702467918396,23:47:18
laptop,63,0.9055551290512085,23:47:18
bottle,39,0.6341878175735474,23:47:18
mouse,64,0.6101739406585693,23:47:18
laptop,63,0.6594043374061584,23:47:18
bottle,39,0.6520645022392273,23:47:18
mouse,64,0.600779116153717,23:47:18
chair,56,0.8176562190055847,23:47:20
person,0,0.6925175786018372,23:47:20
person,0,0.6338786482810974,23:47:21
person,0,0.7791029810905457,23:47:21
person,0,0.7441990971565247,23:47:22
cell phone,67,0.7520695924758911,23:47:23
laptop,63,0.8515480160713196,23:47:24
mouse,64,0.7177965641021729,23:47:24
cell phone,67,0.7036296129226685,23:47:24
laptop,63,0.8826992511749268,23:47:24
cell phone,67,0.7540580630302429,23:47:24
mouse,64,0.8752208948135376,23:47:25
laptop,63,0.8640837669372559,23:47:25
cell phone,67,0.6956639289855957,23:47:25
mouse,64,0.7253391742706299,23:47:25
laptop,63,0.9409652352333069,23:47:26
cell phone,67,0.7336040139198303,23:47:26
mouse,64,0.67584627866745,23:47:26
mouse,64,0.8631394505500793,23:47:26
mouse,64,0.9238536953926086,23:47:27
laptop,63,0.8693407773971558,23:47:27
cell phone,67,0.8585835099220276,23:47:27
mouse,64,0.8509743213653564,23:47:27
laptop,63,0.7962424159049988,23:47:27
mouse,64,0.812283456325531,23:47:27
laptop,63,0.6621484756469727,23:47:27
bowl,45,0.6080342531204224,23:47:28
mouse,64,0.6768222451210022,23:47:29
laptop,63,0.8462035059928894,23:47:29
mouse,64,0.652927577495575,23:47:29
tv,62,0.6953631639480591,23:47:29
tv,62,0.6443812847137451,23:47:30
laptop,63,0.6928817629814148,23:47:30
mouse,64,0.6120432019233704,23:47:30
laptop,63,0.9370504021644592,23:47:30
mouse,64,0.7244007587432861,23:47:30
person,0,0.6492099761962891,23:47:30
laptop,63,0.9104946851730347,23:47:31
mouse,64,0.7894400954246521,23:47:31
bottle,39,0.6934252381324768,23:47:31
tv,62,0.8066632151603699,23:47:31
mouse,64,0.7024665474891663,23:47:31
laptop,63,0.6315186023712158,23:47:31
mouse,64,0.8906517624855042,23:47:31
laptop,63,0.8062980771064758,23:47:31
laptop,63,0.8029825687408447,23:47:31
mouse,64,0.6924905180931091,23:47:31
mouse,64,0.8317055702209473,23:47:31
tv,62,0.6441420912742615,23:47:31
tv,62,0.6389312744140625,23:47:32
person,0,0.712100625038147,23:47:33
person,0,0.7945309281349182,23:47:33
person,0,0.8458971381187439,23:47:33
cat,15,0.6452274322509766,23:47:33
bottle,39,0.7893196940422058,23:47:34
laptop,63,0.7205326557159424,23:47:34
laptop,63,0.6144529581069946,23:47:35
bottle,39,0.6733086705207825,23:47:36
bottle,39,0.668720006942749,23:47:38
tv,62,0.6562437415122986,23:47:40
cell phone,67,0.609422504901886,23:47:41
laptop,63,0.7245105504989624,23:47:41
cell phone,67,0.7752951979637146,23:47:41
mouse,64,0.7079877257347107,23:47:41
laptop,63,0.835536539554596,23:47:41
bowl,45,0.6822844743728638,23:47:41
tv,62,0.6409727931022644,23:47:41
mouse,64,0.6141857504844666,23:47:42
tv,62,0.6061816811561584,23:47:42
laptop,63,0.9458872675895691,23:47:42
mouse,64,0.7504366040229797,23:47:42
laptop,63,0.9301157593727112,23:47:42
mouse,64,0.7976353168487549,23:47:42
mouse,64,0.7474831342697144,23:47:42
mouse,64,0.8044596314430237,23:47:42
tv,62,0.741740882396698,23:47:42
tv,62,0.8694239258766174,23:47:42
tv,62,0.8229691982269287,23:47:42
mouse,64,0.6261544227600098,23:47:42
mouse,64,0.7177991271018982,23:47:42
mouse,64,0.775198757648468,23:47:43
tv,62,0.7071731090545654,23:47:43
book,73,0.6789439916610718,23:47:43
remote,65,0.6125691533088684,23:47:44
laptop,63,0.8562785983085632,23:47:46
laptop,63,0.6760167479515076,23:47:47
person,0,0.6678820848464966,23:47:47
tv,62,0.6282373666763306,23:47:47
laptop,63,0.7592520117759705,23:47:47
laptop,63,0.8385299444198608,23:48:12
laptop,63,0.7775658369064331,23:48:13
laptop,63,0.8869044780731201,23:48:13
laptop,63,0.9140228033065796,23:48:13
laptop,63,0.9207320213317871,23:48:14
bottle,39,0.7277544140815735,23:48:14
laptop,63,0.8741891384124756,23:48:14
bottle,39,0.7357009053230286,23:48:14
bottle,39,0.6514875888824463,23:48:14
laptop,63,0.8539924621582031,23:48:14
laptop,63,0.8331712484359741,23:48:14
laptop,63,0.9125190377235413,23:48:14
laptop,63,0.867705225944519,23:48:15
laptop,63,0.7791441082954407,23:48:15
bottle,39,0.760938286781311,23:48:15
remote,65,0.656562328338623,23:48:15
remote,65,0.6122698187828064,23:48:15
remote,65,0.7080280184745789,23:48:15
remote,65,0.7256674766540527,23:48:16
remote,65,0.7656792998313904,23:48:16
keyboard,66,0.8451579213142395,23:48:17
chair,56,0.8044744729995728,23:48:17
keyboard,66,0.7782523036003113,23:48:17
person,0,0.7222487926483154,23:48:17
person,0,0.6126686930656433,23:48:18
person,0,0.8353118896484375,23:48:18
remote,65,0.799135684967041,23:48:22
